cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,concentration-c2h5oh
       804, 3.514787197E+00, 4.697844028E+00, 5.000000000E-01,-1.075494066E-01, 5.615494251E-01, 1.696668825E-18
       805, 3.313486576E+00, 4.500411034E+00, 5.000000000E-01,-9.626894444E-02, 5.575986505E-01, 1.999619692E-19
       806, 3.111858368E+00, 4.301099777E+00, 5.000000000E-01,-8.565062284E-02, 5.536026359E-01, 2.554059233E-22
       807, 2.909202337E+00, 4.101642609E+00, 5.000000000E-01,-7.570718229E-02, 5.496430993E-01, 2.554059233E-22
       808, 2.707011700E+00, 3.901683092E+00, 5.000000000E-01,-6.645067781E-02, 5.457011461E-01, 2.554059486E-22
       809, 2.504670382E+00, 3.701675892E+00, 5.000000000E-01,-5.785047635E-02, 5.418134332E-01, 2.554059233E-22
       810, 1.100069046E+00, 4.300806999E+00, 5.000000000E-01,-3.062022477E-02, 5.621126294E-01, 2.554059233E-22
       811, 4.270004272E+00, 5.245225430E+00, 5.000000000E-01,-1.489672512E-01, 5.699492097E-01, 2.554059486E-22
       812, 4.102153301E+00, 5.070295811E+00, 5.000000000E-01,-1.372013837E-01, 5.664417148E-01, 2.554059486E-22
       813, 3.916006565E+00, 4.883058548E+00, 5.000000000E-01,-1.250697374E-01, 5.629020333E-01, 2.554059486E-22
       814, 3.720478296E+00, 4.691765785E+00, 5.000000000E-01,-1.131911799E-01, 5.593269467E-01, 7.844845220E-20
       815, 3.520044565E+00, 4.497050285E+00, 5.000000000E-01,-1.017622128E-01, 5.557153821E-01, 1.068802654E-18
       816, 3.318862677E+00, 4.299571991E+00, 5.000000000E-01,-9.094206244E-02, 5.520211458E-01, 1.298332867E-19
       817, 3.116293907E+00, 4.100668907E+00, 5.000000000E-01,-8.076619357E-02, 5.483093858E-01, 2.554059486E-22
       818, 2.913470984E+00, 3.901360512E+00, 5.000000000E-01,-7.125288248E-02, 5.446015596E-01, 2.554059233E-22
       819, 2.710200787E+00, 3.701443672E+00, 5.000000000E-01,-6.238588691E-02, 5.409098864E-01, 2.554059233E-22
       820, 4.444351673E+00, 5.238451481E+00, 5.000000000E-01,-1.543572247E-01, 5.669214725E-01, 2.554059738E-22
       821, 4.290040016E+00, 5.056154728E+00, 5.000000000E-01,-1.423787475E-01, 5.634191036E-01, 2.554059233E-22
       822, 4.113573551E+00, 4.871212482E+00, 5.000000000E-01,-1.303528547E-01, 5.601124763E-01, 2.554059486E-22
       823, 3.924147844E+00, 4.682191372E+00, 5.000000000E-01,-1.184980348E-01, 5.568364263E-01, 2.554059233E-22
       824, 3.726806641E+00, 4.490422249E+00, 5.000000000E-01,-1.070292741E-01, 5.535790920E-01, 6.154165855E-19
       825, 3.526603699E+00, 4.295632362E+00, 5.000000000E-01,-9.607814997E-02, 5.502414107E-01, 8.281336797E-19
       826, 3.325332403E+00, 4.098920345E+00, 5.000000000E-01,-8.574172854E-02, 5.468104482E-01, 6.277854301E-20
       827, 3.122361422E+00, 3.901054382E+00, 5.000000000E-01,-7.602928579E-02, 5.433603525E-01, 8.026979243E-21
       828, 2.918333530E+00, 3.701506138E+00, 5.000000000E-01,-6.691674888E-02, 5.398939252E-01, 2.554058981E-22
       829, 2.712413311E+00, 3.501456738E+00, 5.000000000E-01,-5.839947239E-02, 5.364485383E-01, 2.554059233E-22
       830, 4.476492882E+00, 5.045696259E+00, 5.000000000E-01,-1.476111859E-01, 5.603182316E-01, 2.554059486E-22
       831, 4.307772160E+00, 4.859835625E+00, 5.000000000E-01,-1.354353130E-01, 5.571730733E-01, 2.554059233E-22
       832, 4.124545097E+00, 4.671133041E+00, 5.000000000E-01,-1.235142052E-01, 5.541442633E-01, 2.554059233E-22
       833, 3.931283474E+00, 4.481071472E+00, 5.000000000E-01,-1.119987667E-01, 5.511896610E-01, 2.554059233E-22
       834, 3.733930588E+00, 4.288879871E+00, 5.000000000E-01,-1.009915769E-01, 5.481974483E-01, 4.564377967E-19
       835, 3.534757137E+00, 4.094948769E+00, 5.000000000E-01,-9.056098759E-02, 5.451186299E-01, 4.890697617E-19
       836, 3.332939863E+00, 3.899238110E+00, 5.000000000E-01,-8.071090281E-02, 5.419514775E-01, 7.768882898E-20
       837, 3.129384756E+00, 3.701486111E+00, 5.000000000E-01,-7.142230868E-02, 5.387414694E-01, 2.554059486E-22
       838, 2.922652721E+00, 3.501787186E+00, 5.000000000E-01,-6.266004592E-02, 5.355049968E-01, 2.554059486E-22
       839, 2.713528872E+00, 3.301553488E+00, 5.000000000E-01,-5.448469520E-02, 5.323017836E-01, 2.554059486E-22
       840, 4.500635624E+00, 4.849965096E+00, 5.000000000E-01,-1.404552162E-01, 5.539847016E-01, 2.554059486E-22
       841, 4.322528362E+00, 4.661084652E+00, 5.000000000E-01,-1.283688098E-01, 5.512907505E-01, 2.554059233E-22
       842, 4.133834362E+00, 4.470687866E+00, 5.000000000E-01,-1.167132929E-01, 5.485983491E-01, 2.554059233E-22
       843, 3.938887119E+00, 4.280251026E+00, 5.000000000E-01,-1.056324169E-01, 5.459387302E-01, 2.554058981E-22
       844, 3.742498398E+00, 4.088380814E+00, 5.000000000E-01,-9.513494372E-02, 5.432010889E-01, 1.784934431E-20
       845, 3.542908907E+00, 3.894887209E+00, 5.000000000E-01,-8.517342061E-02, 5.403589010E-01, 1.424217477E-19
       846, 3.341227531E+00, 3.699488878E+00, 5.000000000E-01,-7.577461004E-02, 5.374209881E-01, 4.403878562E-20
       847, 3.135178804E+00, 3.501866817E+00, 5.000000000E-01,-6.686989963E-02, 5.344423652E-01, 2.554059486E-22
       848, 2.924594879E+00, 3.301916599E+00, 5.000000000E-01,-5.845116079E-02, 5.314341187E-01, 2.554059486E-22
       849, 4.692525864E+00, 4.845396042E+00, 5.000000000E-01,-1.455657780E-01, 5.506517291E-01, 2.554059486E-22
       850, 4.519791126E+00, 4.652593613E+00, 5.000000000E-01,-1.331285685E-01, 5.481631160E-01, 2.554059233E-22
       851, 4.334625244E+00, 4.461553097E+00, 5.000000000E-01,-1.212677434E-01, 5.458247066E-01, 2.554058981E-22
       852, 4.142525196E+00, 4.270554543E+00, 5.000000000E-01,-1.100274771E-01, 5.434793234E-01, 2.554059486E-22
       853, 3.947812796E+00, 4.079802513E+00, 5.000000000E-01,-9.943048656E-02, 5.410726070E-01, 2.554058728E-22
