nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,concentration-c2h5oh
      1056, 0.000000000E+00, 2.429625511E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.609897299E-05
      1057, 3.796915531E+00, 2.591324568E+00, 5.000000000E-01,-3.867787719E-01, 2.899938822E-01, 4.649348557E-03
      1058, 3.796915531E+00, 2.591324806E+00, 5.000000000E-01,-3.867787719E-01, 2.899938822E-01, 4.649348557E-03
      1059, 3.596785545E+00, 2.591595411E+00, 5.000000000E-01,-3.528964520E-01, 3.044906259E-01, 4.567964002E-03
      1060, 3.997481823E+00, 2.592182636E+00, 5.000000000E-01,-4.316006303E-01, 2.753165066E-01, 4.329163581E-03
      1061, 3.197253227E+00, 2.592846870E+00, 5.000000000E-01,-3.136386871E-01, 3.355718255E-01, 3.276345087E-03
      1062, 3.396977425E+00, 2.592953682E+00, 5.000000000E-01,-3.295854330E-01, 3.202529550E-01, 4.089044407E-03
      1063, 4.197963238E+00, 2.593432665E+00, 5.000000000E-01,-4.833765030E-01, 2.566228211E-01, 3.678263165E-03
      1064, 4.596133709E+00, 2.594038486E+00, 5.000000000E-01,-5.772100687E-01, 1.922400743E-01, 2.121603582E-03
      1065, 4.398213863E+00, 2.595077753E+00, 5.000000000E-01,-5.353420973E-01, 2.298342884E-01, 2.862531925E-03
      1066, 4.803134441E+00, 2.595116615E+00, 5.000000000E-01,-6.053370237E-01, 1.453714371E-01, 1.499301055E-03
      1067, 1.020006084E+01, 2.595319271E+00, 5.000000000E-01,-5.322169065E-01,-1.144595444E-03, 3.176803148E-05
      1068, 1.099955940E+01, 2.595350266E+00, 5.000000000E-01,-5.332723856E-01,-1.249007299E-03, 1.956942469E-05
      1069, 9.800148964E+00, 2.595412016E+00, 5.000000000E-01,-5.322002172E-01,-1.224228763E-03, 3.971694969E-05
      1070, 1.119974232E+01, 2.595465660E+00, 5.000000000E-01,-5.339174271E-01,-1.414273283E-03, 1.734120451E-05
      1071, 9.600155830E+00, 2.595671892E+00, 5.000000000E-01,-5.322780609E-01,-1.248339424E-03, 4.421779158E-05
      1072, 1.039984703E+01, 2.596091747E+00, 5.000000000E-01,-5.323115587E-01,-1.119066379E-03, 2.821952330E-05
      1073, 1.000011349E+01, 2.596107006E+00, 5.000000000E-01,-5.321645737E-01,-1.197608304E-03, 3.538686724E-05
      1074, 9.400090218E+00, 2.596129656E+00, 5.000000000E-01,-5.323802233E-01,-1.276537660E-03, 4.891630306E-05
      1075, 1.079973698E+01, 2.596184492E+00, 5.000000000E-01,-5.328087807E-01,-1.174324309E-03, 2.204916018E-05
      1076, 1.059968281E+01, 2.596223593E+00, 5.000000000E-01,-5.325035453E-01,-1.135522034E-03, 2.499058792E-05
      1077, 1.139984989E+01, 2.596387148E+00, 5.000000000E-01,-5.348093510E-01,-1.654082909E-03, 1.526056440E-05
      1078, 1.160002232E+01, 2.596554041E+00, 5.000000000E-01,-5.360732079E-01,-1.953685191E-03, 1.351777883E-05
      1079, 9.200079918E+00, 2.596663713E+00, 4.999999702E-01,-5.325324535E-01,-1.255377661E-03, 5.392957246E-05
      1080, 1.180022144E+01, 2.596710682E+00, 5.000000000E-01,-5.377966762E-01,-2.180743963E-03, 1.193093340E-05
      1081, 2.997745752E+00, 2.596765041E+00, 5.000000000E-01,-3.005413413E-01, 3.481706381E-01, 2.334411722E-03
      1082, 1.220100975E+01, 2.596929073E+00, 5.000000000E-01,-5.428442955E-01,-1.732399571E-03, 9.334064998E-06
      1083, 1.200087452E+01, 2.596991301E+00, 5.000000000E-01,-5.400726795E-01,-2.226755256E-03, 1.057068584E-05
      1084, 1.340875244E+01, 2.597889423E+00, 5.000000000E-01,-5.390453339E-01, 2.068176679E-02, 1.117867669E-06
      1085, 8.999789238E+00, 2.597955704E+00, 4.999999702E-01,-5.327407122E-01,-1.190984622E-03, 5.886164581E-05
      1086, 1.320604420E+01, 2.598283291E+00, 5.000000000E-01,-5.460668206E-01, 1.660754718E-02, 2.445334530E-06
      1087, 1.240434933E+01, 2.598476171E+00, 5.000000000E-01,-5.458112359E-01,-3.344104625E-04, 7.911571629E-06
      1088, 1.260612774E+01, 2.598832130E+00, 5.000000000E-01,-5.485162735E-01, 2.193766180E-03, 6.644710993E-06
      1089, 1.360143185E+01, 2.598848820E+00, 5.000000000E-01,-5.301145315E-01, 2.239470556E-02, 3.941170803E-07
      1090, 1.280840206E+01, 2.599062443E+00, 5.000000000E-01,-5.501731634E-01, 6.190702319E-03, 5.269926532E-06
      1091, 1.300998211E+01, 2.599094152E+00, 5.000000000E-01,-5.496457815E-01, 1.139403135E-02, 3.879144515E-06
      1092, 8.799024582E+00, 2.599801302E+00, 5.000000000E-01,-5.330240726E-01,-1.080331509E-03, 6.388571637E-05
      1093, 1.500000000E+01, 2.599844694E+00, 5.000000000E-01,-5.000000000E-01, 0.000000000E+00, 2.156261747E-18
      1094, 1.480212498E+01, 2.600303650E+00, 5.000000000E-01,-5.001549721E-01, 2.758755814E-03, 1.073496181E-18
      1095, 2.798865318E+00, 2.600918055E+00, 5.000000000E-01,-2.872228622E-01, 3.551601768E-01, 1.467985800E-03
      1096, 2.798865557E+00, 2.600918055E+00, 5.000000000E-01,-2.872228622E-01, 3.551601768E-01, 1.467985800E-03
      1097, 1.380296898E+01, 2.601646900E+00, 5.000000000E-01,-5.200394392E-01, 2.112516388E-02, 1.096854589E-07
      1098, 8.599595070E+00, 2.601648092E+00, 5.000000000E-01,-5.334038734E-01,-9.300156962E-04, 6.921010208E-05
      1099, 1.400140095E+01, 2.601672411E+00, 5.000000000E-01,-5.114364624E-01, 1.764677837E-02, 1.283443130E-08
      1100, 5.000921726E+00, 2.601958275E+00, 5.000000000E-01,-6.133230925E-01, 1.014140323E-01, 1.034189481E-03
      1101, 1.460212231E+01, 2.602619648E+00, 5.000000000E-01,-5.007518530E-01, 5.336035043E-03, 7.535721789E-15
      1102, 8.400221825E+00, 2.603046656E+00, 4.999999702E-01,-5.338901281E-01,-7.243883447E-04, 7.498667401E-05
      1103, 5.200873375E+00, 2.603075027E+00, 5.000000000E-01,-6.036207080E-01, 6.976608187E-02, 7.565957494E-04
      1104, 5.400142670E+00, 2.603550434E+00, 5.000000000E-01,-5.914779902E-01, 5.012425035E-02, 5.780364154E-04
      1105, 8.200329781E+00, 2.603868008E+00, 5.000000000E-01,-5.345090628E-01,-4.237338144E-04, 8.127751062E-05
      1106, 7.999956131E+00, 2.604248762E+00, 5.000000000E-01,-5.353004932E-01,-1.883605728E-05, 8.831803279E-05
      1107, 7.799841404E+00, 2.604517698E+00, 5.000000000E-01,-5.363138318E-01, 5.014293711E-04, 9.634351591E-05
      1108, 6.599645138E+00, 2.604619026E+00, 5.000000000E-01,-5.495561361E-01, 8.294230327E-03, 1.853847498E-04
      1109, 6.399866104E+00, 2.604633093E+00, 5.000000000E-01,-5.536957383E-01, 1.110832766E-02, 2.145848121E-04
      1110, 6.799745083E+00, 2.604633570E+00, 4.999999702E-01,-5.461418629E-01, 6.113776937E-03, 1.623336866E-04
      1111, 7.599818230E+00, 2.604645729E+00, 4.999999702E-01,-5.375578403E-01, 1.167422161E-03, 1.050385472E-04
      1112, 6.999664307E+00, 2.604664326E+00, 5.000000000E-01,-5.433193445E-01, 4.412594251E-03, 1.434393926E-04
      1113, 6.200071812E+00, 2.604664564E+00, 5.000000000E-01,-5.587010384E-01, 1.479340717E-02, 2.519480477E-04
      1114, 6.999664307E+00, 2.604664564E+00, 5.000000000E-01,-5.433193445E-01, 4.412594251E-03, 1.434393926E-04
      1115, 7.399732590E+00, 2.604693651E+00, 5.000000000E-01,-5.390949845E-01, 2.009110525E-03, 1.153316480E-04
      1116, 7.199821949E+00, 2.604707241E+00, 4.999999702E-01,-5.409965515E-01, 3.069826867E-03, 1.279783319E-04
      1117, 6.000304222E+00, 2.604716778E+00, 5.000000000E-01,-5.647482872E-01, 1.972857490E-02, 3.003841557E-04
      1118, 5.800559998E+00, 2.604786158E+00, 5.000000000E-01,-5.720338821E-01, 2.651488036E-02, 3.640711075E-04
      1119, 5.600327015E+00, 2.604845524E+00, 5.000000000E-01,-5.810734034E-01, 3.580293432E-02, 4.507591366E-04
      1120, 1.439938641E+01, 2.605897427E+00, 5.000000000E-01,-5.023902655E-01, 8.866211399E-03, 5.065082902E-12
      1121, 1.419974804E+01, 2.605958939E+00, 5.000000000E-01,-5.056682825E-01, 1.301343273E-02, 1.737801014E-09
      1122, 2.599471331E+00, 2.606206179E+00, 5.000000000E-01,-2.711350322E-01, 3.542604148E-01, 8.075345540E-04
      1123, 2.400790453E+00, 2.613949060E+00, 5.000000000E-01,-2.500940263E-01, 3.436216116E-01, 3.888001374E-04
      1124, 2.203095198E+00, 2.620032310E+00, 4.999999702E-01,-2.222692817E-01, 3.225243390E-01, 1.646383898E-04
      1125, 1.603870511E+00, 2.621836901E+00, 4.999999702E-01,-1.154474169E-01, 2.588031292E-01, 2.057450001E-05
      1126, 2.005359411E+00, 2.622095823E+00, 5.000000000E-01,-1.883398443E-01, 2.957760692E-01, 6.566078810E-05
      1127, 1.804557085E+00, 2.622196913E+00, 4.999999702E-01,-1.513593197E-01, 2.726875544E-01, 3.121888585E-05
      1128, 1.403164625E+00, 2.622919083E+00, 5.000000000E-01,-8.404646814E-02, 2.538288832E-01, 1.671621067E-05
      1129, 1.202405810E+00, 2.623070002E+00, 5.000000000E-01,-6.067568064E-02, 2.551461458E-01, 1.429592248E-05
      1130, 1.000875711E+00, 2.623570919E+00, 5.000000000E-01,-4.608150944E-02, 2.586633861E-01, 1.196031371E-05
      1131, 7.997469306E-01, 2.624582767E+00, 5.000000000E-01,-3.867507726E-02, 2.586129904E-01, 9.714274711E-06
      1132, 5.994693637E-01, 2.625918388E+00, 5.000000000E-01,-3.450208902E-02, 2.486275434E-01, 8.075167898E-06
      1133, 3.992140591E-01, 2.629515171E+00, 4.999999702E-01,-2.843990736E-02, 2.240201831E-01, 8.042338777E-06
      1134, 0.000000000E+00, 2.631423235E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.402490670E-05
      1135, 1.995258033E-01, 2.631423235E+00, 5.000000000E-01,-1.695573330E-02, 1.778941154E-01, 1.129494103E-05
      1136, 3.596874237E+00, 2.790035725E+00, 5.000000000E-01,-3.638615310E-01, 3.402912617E-01, 4.457711242E-03
      1137, 3.396458864E+00, 2.790567875E+00, 5.000000000E-01,-3.231909871E-01, 3.469759822E-01, 4.415987991E-03
      1138, 3.797497511E+00, 2.790998936E+00, 5.000000000E-01,-4.212707877E-01, 3.365862370E-01, 3.973708488E-03
      1139, 3.195844889E+00, 2.791014194E+00, 4.999999702E-01,-2.973123789E-01, 3.579546213E-01, 3.884698963E-03
      1140, 3.998589993E+00, 2.791373014E+00, 4.999999702E-01,-4.891951680E-01, 3.280868530E-01, 3.070078325E-03
      1141, 3.998590231E+00, 2.791373253E+00, 5.000000000E-01,-4.891951680E-01, 3.280868828E-01, 3.070078325E-03
      1142, 4.199837208E+00, 2.793056250E+00, 5.000000000E-01,-5.558682680E-01, 3.077085316E-01, 2.031811513E-03
      1143, 2.997190952E+00, 2.793299198E+00, 5.000000000E-01,-2.808017433E-01, 3.701295257E-01, 3.004127881E-03
      1144, 4.400041580E+00, 2.795220852E+00, 5.000000000E-01,-6.089031696E-01, 2.711551189E-01, 1.169469906E-03
      1145, 1.059963799E+01, 2.797205687E+00, 5.000000000E-01,-5.150517225E-01,-1.035782625E-03, 4.630368267E-07
      1146, 9.800406456E+00, 2.797313929E+00, 4.999999702E-01,-5.120217204E-01,-1.024250872E-03, 8.657513035E-07
      1147, 1.000024414E+01, 2.797369003E+00, 5.000000000E-01,-5.126665831E-01,-1.021152944E-03, 7.466836678E-07
      1148, 1.079968357E+01, 2.797425747E+00, 5.000000000E-01,-5.159817934E-01,-1.083522919E-03, 3.915655213E-07
      1149, 1.039982700E+01, 2.797485352E+00, 5.000000000E-01,-5.141460896E-01,-1.013046014E-03, 5.433579418E-07
      1150, 1.039982700E+01, 2.797485590E+00, 5.000000000E-01,-5.141460896E-01,-1.013046014E-03, 5.433579418E-07
      1151, 1.099960423E+01, 2.797489405E+00, 5.000000000E-01,-5.170782804E-01,-1.142580761E-03, 3.273153197E-07
      1152, 9.600413322E+00, 2.797491789E+00, 5.000000000E-01,-5.114063621E-01,-1.021241420E-03, 9.952447044E-07
      1153, 1.020001602E+01, 2.797521353E+00, 5.000000000E-01,-5.133582354E-01,-1.008879044E-03, 6.376960755E-07
      1154, 1.119971466E+01, 2.797546625E+00, 5.000000000E-01,-5.183774829E-01,-1.258199336E-03, 2.746437815E-07
      1155, 1.160005951E+01, 2.797552347E+00, 5.000000000E-01,-5.218129754E-01,-1.575125731E-03, 1.883329617E-07
      1156, 1.139990234E+01, 2.797729015E+00, 5.000000000E-01,-5.199175477E-01,-1.408310723E-03, 2.282368428E-07
      1157, 9.400372505E+00, 2.797849178E+00, 4.999999702E-01,-5.108044147E-01,-1.020998461E-03, 1.142115934E-06
      1158, 2.798059225E+00, 2.797873974E+00, 5.000000000E-01,-2.675146461E-01, 3.790315986E-01, 2.022742294E-03
      1159, 2.798059225E+00, 2.797874212E+00, 5.000000000E-01,-2.675146759E-01, 3.790315986E-01, 2.022742527E-03
      1160, 1.200032902E+01, 2.797996044E+00, 5.000000000E-01,-5.266520977E-01,-1.751680858E-03, 1.245270198E-07
      1161, 1.180020809E+01, 2.798033714E+00, 5.000000000E-01,-5.240056515E-01,-1.723887748E-03, 1.538337244E-07
      1162, 1.220060635E+01, 2.798046589E+00, 5.000000000E-01,-5.295819044E-01,-1.514762174E-03, 9.902448284E-08
      1163, 9.200451851E+00, 2.798252583E+00, 5.000000000E-01,-5.102546215E-01,-1.000484801E-03, 1.303874114E-06
      1164, 1.240156174E+01, 2.798645973E+00, 5.000000000E-01,-5.324987173E-01,-8.854613989E-04, 7.527599166E-08
      1165, 1.260202789E+01, 2.798647404E+00, 5.000000000E-01,-5.350884199E-01, 2.552115184E-04, 5.485985000E-08
      1166, 1.280298042E+01, 2.798977613E+00, 5.000000000E-01,-5.366657376E-01, 1.979754772E-03, 3.691401673E-08
      1167, 9.000538826E+00, 2.799007654E+00, 5.000000000E-01,-5.097413659E-01,-9.548952803E-04, 1.472062991E-06
      1168, 1.300309086E+01, 2.799087286E+00, 5.000000000E-01,-5.366013646E-01, 4.164631013E-03, 2.224814111E-08
      1169, 1.320159435E+01, 2.799175501E+00, 5.000000000E-01,-5.344468355E-01, 6.373255514E-03, 1.128564087E-08
      1170, 1.500000000E+01, 2.799993515E+00, 4.999999702E-01,-5.000000000E-01, 0.000000000E+00, 1.079243432E-18
      1171, 8.799930573E+00, 2.800052643E+00, 5.000000000E-01,-5.092825890E-01,-8.842179086E-04, 1.654859716E-06
      1172, 1.340110874E+01, 2.800109386E+00, 5.000000000E-01,-5.302207470E-01, 8.093422279E-03, 4.391151887E-09
      1173, 4.596671104E+00, 2.800144911E+00, 5.000000000E-01,-6.439358592E-01, 2.189564705E-01, 5.990519421E-04
      1174, 1.360053539E+01, 2.800989389E+00, 5.000000000E-01,-5.244598389E-01, 9.061211720E-03, 1.273922967E-09
      1175, 8.600474358E+00, 2.801136017E+00, 5.000000000E-01,-5.089267492E-01,-7.852959097E-04, 1.857367010E-06
      1176, 1.480143166E+01, 2.801360607E+00, 5.000000000E-01,-5.003420115E-01, 1.487615053E-03, 1.349709365E-18
      1177, 1.460058975E+01, 2.801693916E+00, 5.000000000E-01,-5.014086366E-01, 2.867185045E-03, 8.182711536E-19
      1178, 5.200904369E+00, 2.801868677E+00, 5.000000000E-01,-6.239609718E-01, 4.432692006E-02, 7.124067633E-05
      1179, 4.803771973E+00, 2.801953077E+00, 5.000000000E-01,-6.632239223E-01, 1.508453786E-01, 2.832519822E-04
      1180, 8.400862694E+00, 2.801972151E+00, 5.000000000E-01,-5.087334514E-01,-6.528783124E-04, 2.079514843E-06
      1181, 1.400013733E+01, 2.802100420E+00, 5.000000000E-01,-5.119531751E-01, 8.075106889E-03, 2.590999290E-11
      1182, 5.400272369E+00, 2.802373171E+00, 5.000000000E-01,-5.936181545E-01, 3.174400330E-02, 4.128673027E-05
      1183, 1.379883957E+01, 2.802377224E+00, 5.000000000E-01,-5.180522799E-01, 8.999504149E-03, 3.099531742E-10
      1184, 6.199914932E+00, 2.802383900E+00, 5.000000000E-01,-5.350775719E-01, 8.768524975E-03, 9.311382200E-06
      1185, 5.600277901E+00, 2.802418470E+00, 5.000000000E-01,-5.721162558E-01, 2.191414312E-02, 2.507315367E-05
      1186, 5.002262592E+00, 2.802423954E+00, 5.000000000E-01,-6.554744244E-01, 8.312013745E-02, 1.369717938E-04
      1187, 8.200775146E+00, 2.802469730E+00, 5.000000000E-01,-5.087384582E-01,-4.734098911E-04, 2.322923137E-06
      1188, 6.000213623E+00, 2.802644968E+00, 5.000000000E-01,-5.439085960E-01, 1.186619792E-02, 1.204056389E-05
      1189, 5.800564766E+00, 2.802662611E+00, 5.000000000E-01,-5.557297468E-01, 1.611306146E-02, 1.665271520E-05
      1190, 8.000121117E+00, 2.802725315E+00, 5.000000000E-01,-5.089670420E-01,-2.357638732E-04, 2.613359356E-06
      1191, 7.800035954E+00, 2.802881956E+00, 5.000000000E-01,-5.094895363E-01, 6.747404404E-05, 2.935155862E-06
      1192, 6.599704266E+00, 2.802959442E+00, 5.000000000E-01,-5.228420496E-01, 4.702965729E-03, 6.303420378E-06
      1193, 7.599893093E+00, 2.802959442E+00, 5.000000000E-01,-5.103279352E-01, 4.538208595E-04, 3.295211400E-06
      1194, 6.799739361E+00, 2.802963495E+00, 5.000000000E-01,-5.187947750E-01, 3.378117923E-03, 5.422654795E-06
      1195, 6.399893761E+00, 2.802969694E+00, 5.000000000E-01,-5.281016231E-01, 6.440154277E-03, 7.508325325E-06
      1196, 6.999690056E+00, 2.802981377E+00, 5.000000000E-01,-5.156807899E-01, 2.357854508E-03, 4.743851605E-06
      1197, 7.399824142E+00, 2.802992582E+00, 5.000000000E-01,-5.115693808E-01, 9.421501309E-04, 3.710434612E-06
      1198, 7.199796677E+00, 2.803000689E+00, 5.000000000E-01,-5.133205652E-01, 1.562956022E-03, 4.184894806E-06
      1199, 1.439971066E+01, 2.803036928E+00, 5.000000000E-01,-5.035479665E-01, 4.603401758E-03, 6.996158075E-14
      1200, 1.419899273E+01, 2.803648710E+00, 5.000000000E-01,-5.070706606E-01, 6.450037938E-03, 4.074623451E-12
      1201, 2.599129200E+00, 2.804495335E+00, 5.000000000E-01,-2.532888651E-01, 3.801757097E-01, 1.186399953E-03
      1202, 2.401054621E+00, 2.813383818E+00, 5.000000000E-01,-2.350893617E-01, 3.707118332E-01, 6.090572570E-04
      1203, 2.202607155E+00, 2.819247007E+00, 4.999999702E-01,-2.104288787E-01, 3.495516777E-01, 2.719564945E-04
      1204, 2.202607393E+00, 2.819247007E+00, 5.000000000E-01,-2.104288787E-01, 3.495516777E-01, 2.719564945E-04
      1205, 2.004114389E+00, 2.823441505E+00, 5.000000000E-01,-1.790529042E-01, 3.219112158E-01, 1.095417247E-04
      1206, 1.604064941E+00, 2.824475050E+00, 5.000000000E-01,-1.097908691E-01, 2.797004580E-01, 2.609641524E-05
      1207, 1.403296113E+00, 2.824982882E+00, 5.000000000E-01,-7.888661325E-02, 2.711767554E-01, 1.884371159E-05
      1208, 8.018594980E-01, 2.825414658E+00, 5.000000000E-01,-3.264597803E-02, 2.711043060E-01, 9.926641724E-06
      1209, 1.002280235E+00, 2.825415611E+00, 4.999999702E-01,-4.024405032E-02, 2.708650231E-01, 1.253432947E-05
      1210, 1.202727914E+00, 2.825424910E+00, 5.000000000E-01,-5.530161038E-02, 2.693191171E-01, 1.531173439E-05
      1211, 1.804812789E+00, 2.825631857E+00, 5.000000000E-01,-1.443259567E-01, 2.969020903E-01, 4.697299300E-05
      1212, 6.010061502E-01, 2.827730656E+00, 5.000000000E-01,-2.902475558E-02, 2.643206120E-01, 7.788726180E-06
      1213, 4.005552530E-01, 2.830247879E+00, 5.000000000E-01,-2.427176572E-02, 2.448489666E-01, 7.152991202E-06
      1214, 2.001599222E-01, 2.831631899E+00, 5.000000000E-01,-1.448294334E-02, 2.032251954E-01, 9.951609172E-06
      1215, 0.000000000E+00, 2.831938982E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.251084723E-05
      1216, 3.196340799E+00, 2.986516714E+00, 5.000000000E-01,-2.866913676E-01, 3.853968084E-01, 4.202035721E-03
      1217, 3.396658659E+00, 2.986989498E+00, 5.000000000E-01,-3.285181522E-01, 3.861326575E-01, 4.331991076E-03
      1218, 3.597349405E+00, 2.987254143E+00, 5.000000000E-01,-3.899433613E-01, 3.939652443E-01, 3.829360707E-03
      1219, 3.797787428E+00, 2.987990379E+00, 5.000000000E-01,-4.626220167E-01, 3.988964558E-01, 2.795758657E-03
      1220, 2.996704340E+00, 2.988563299E+00, 5.000000000E-01,-2.616731226E-01, 3.925336599E-01, 3.531699535E-03
      1221, 3.998855829E+00, 2.989052534E+00, 5.000000000E-01,-5.283630490E-01, 3.857842088E-01, 1.632670406E-03
      1222, 3.998856068E+00, 2.989052773E+00, 5.000000000E-01,-5.283630490E-01, 3.857842088E-01, 1.632670406E-03
      1223, 4.200594902E+00, 2.991138935E+00, 5.000000000E-01,-5.676756501E-01, 3.459115624E-01, 7.559442893E-04
      1224, 2.797003508E+00, 2.992286205E+00, 5.000000000E-01,-2.458279878E-01, 4.012236595E-01, 2.545611467E-03
      1225, 4.402258873E+00, 2.993810177E+00, 5.000000000E-01,-5.644881725E-01, 2.809648514E-01, 2.886619768E-04
      1226, 4.603484154E+00, 2.996752977E+00, 5.000000000E-01,-5.180711746E-01, 2.013411671E-01, 1.039473282E-04
      1227, 4.802406788E+00, 2.998685837E+00, 5.000000000E-01,-4.485979378E-01, 1.195984557E-01, 5.545725435E-05
      1228, 5.000000000E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 4.448207255E-05
      1229, 5.200165749E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 3.172648121E-06
      1230, 5.400191307E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 2.872091954E-06
      1231, 5.600563526E+00, 3.000000000E+00, 4.999999702E-01, 0.000000000E+00, 0.000000000E+00, 2.077057161E-06
      1232, 5.800796032E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.721149488E-06
      1233, 6.000464916E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.437065521E-06
      1234, 6.200251579E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.233036983E-06
      1235, 6.399894238E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.068997676E-06
      1236, 6.599704266E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 9.326247437E-07
      1237, 6.799739361E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 8.143093737E-07
      1238, 6.999690056E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 7.131630468E-07
      1239, 6.999690533E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 7.131630468E-07
      1240, 7.199796677E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 6.225735660E-07
      1241, 7.399824142E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 5.421018159E-07
      1242, 7.599893093E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 4.684126509E-07
      1243, 7.800035954E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 4.041484374E-07
      1244, 8.000121117E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 3.497505929E-07
      1245, 8.200775146E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 2.994759143E-07
      1246, 8.400862694E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 2.586532730E-07
      1247, 8.600474358E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 2.238183470E-07
      1248, 8.799930573E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.926078568E-07
      1249, 9.000538826E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.655082116E-07
      1250, 9.200451851E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.409007524E-07
      1251, 9.400502205E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.191335812E-07
      1252, 9.600413322E+00, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 9.953199509E-08
      1253, 9.800406456E+00, 3.000000000E+00, 4.999999702E-01, 0.000000000E+00, 0.000000000E+00, 8.287679520E-08
      1254, 1.000027561E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 6.775940165E-08
      1255, 1.020019436E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 5.526132085E-08
      1256, 1.039984322E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 4.458162550E-08
      1257, 1.039984417E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 4.458162550E-08
      1258, 1.059963799E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 3.577234864E-08
      1259, 1.079959106E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 2.849251501E-08
      1260, 1.099954700E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 2.223314866E-08
      1261, 1.119968319E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.725963372E-08
      1262, 1.140004253E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.327597143E-08
      1263, 1.160011482E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.004611772E-08
      1264, 1.180030727E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 7.478238473E-09
      1265, 1.200021648E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 5.508516754E-09
      1266, 1.220018959E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 3.973571694E-09
      1267, 1.240004921E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 2.708207880E-09
      1268, 1.259985161E+01, 3.000000000E+00, 4.999999702E-01, 0.000000000E+00, 0.000000000E+00, 1.710653397E-09
      1269, 1.279962826E+01, 3.000000000E+00, 4.999999702E-01, 0.000000000E+00, 0.000000000E+00, 9.934426615E-10
      1270, 1.299930573E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 4.906464679E-10
      1271, 1.319967556E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.896270224E-10
      1272, 1.339992905E+01, 3.000000000E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 5.508811809E-11
