nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,concentration-c2h5oh
      2516, 1.459191799E+01, 7.722873211E+00, 5.000000000E-01, 1.701387577E-02, 4.190369509E-03, 2.708626744E-05
      2517, 1.299593163E+01, 7.724869251E+00, 5.000000000E-01, 1.509424299E-01, 9.954640269E-02, 4.261897993E-04
      2518, 1.439484692E+01, 7.724944592E+00, 5.000000000E-01, 2.564374730E-02, 1.037567481E-02, 4.068562703E-05
      2519, 1.419816303E+01, 7.727865219E+00, 5.000000000E-01, 3.571523726E-02, 1.725610532E-02, 6.258802750E-05
      2520, 1.399781418E+01, 7.727948666E+00, 5.000000000E-01, 4.776312038E-02, 2.612861991E-02, 9.681133088E-05
      2521, 1.319630432E+01, 7.728273392E+00, 5.000000000E-01, 1.261067986E-01, 8.570884168E-02, 3.581996425E-04
      2522, 1.339684200E+01, 7.728326797E+00, 5.000000000E-01, 1.024886072E-01, 6.965667009E-02, 2.841500100E-04
      2523, 1.359717464E+01, 7.728513718E+00, 5.000000000E-01, 8.115637302E-02, 5.312196165E-02, 2.109144843E-04
      2524, 1.379752922E+01, 7.728527546E+00, 5.000000000E-01, 6.279894710E-02, 3.811473027E-02, 1.464935194E-04
      2525, 8.014262915E-01, 7.878241539E+00, 5.000000000E-01, 9.517806768E-02, 1.556201428E-01, 6.147162640E-05
      2526, 1.002166510E+00, 7.879810333E+00, 5.000000000E-01, 1.210364476E-01, 1.685049534E-01, 6.344777648E-05
      2527, 1.202620983E+00, 7.881624699E+00, 5.000000000E-01, 1.457739174E-01, 1.764472723E-01, 6.745029532E-05
      2528, 6.052581668E-01, 7.881716728E+00, 5.000000000E-01, 6.909008324E-02, 1.362368464E-01, 6.056800703E-05
      2529, 4.049775600E-01, 7.883148670E+00, 5.000000000E-01, 4.387751222E-02, 1.103250533E-01, 5.996243272E-05
      2530, 2.029889971E-01, 7.885081291E+00, 5.000000000E-01, 2.147077583E-02, 7.877517492E-02, 5.991129001E-05
      2531, 1.402242184E+00, 7.885159016E+00, 5.000000000E-01, 1.695089638E-01, 1.808299124E-01, 7.476012252E-05
      2532, 0.000000000E+00, 7.887447834E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 6.011965525E-05
      2533, 1.602122903E+00, 7.890565872E+00, 5.000000000E-01, 1.928336471E-01, 1.828289330E-01, 8.705595974E-05
      2534, 9.400279045E+00, 7.894358158E+00, 5.000000000E-01, 7.359803319E-01, 7.638273388E-02, 1.133937156E-03
      2535, 1.801420927E+00, 7.894588470E+00, 5.000000000E-01, 2.161819339E-01, 1.834250689E-01, 1.064073294E-04
      2536, 2.001776457E+00, 7.894742966E+00, 5.000000000E-01, 2.401931584E-01, 1.831840575E-01, 1.356328430E-04
      2537, 9.601266861E+00, 7.894878864E+00, 5.000000000E-01, 7.330749035E-01, 9.301895648E-02, 1.115269493E-03
      2538, 5.601411819E+00, 7.895315170E+00, 5.000000000E-01, 6.485170126E-01, 3.194341063E-02, 1.373266568E-03
      2539, 5.801776886E+00, 7.895335674E+00, 5.000000000E-01, 6.578587294E-01, 2.473767474E-02, 1.370984362E-03
      2540, 6.001406670E+00, 7.895353794E+00, 5.000000000E-01, 6.662120819E-01, 1.851461828E-02, 1.365334727E-03
      2541, 6.201838017E+00, 7.895391941E+00, 5.000000000E-01, 6.737877727E-01, 1.323123462E-02, 1.357243396E-03
      2542, 7.401888371E+00, 7.895455837E+00, 5.000000000E-01, 7.076926827E-01, 1.164928079E-03, 1.286777668E-03
      2543, 6.401460171E+00, 7.895473957E+00, 5.000000000E-01, 6.806520224E-01, 8.917776868E-03, 1.347598853E-03
      2544, 7.601541042E+00, 7.895484447E+00, 4.999999702E-01, 7.120918036E-01, 2.608407289E-03, 1.273489557E-03
      2545, 7.201385021E+00, 7.895506382E+00, 5.000000000E-01, 7.030077577E-01, 8.096545935E-04, 1.299896510E-03
      2546, 1.000253582E+01, 7.895517349E+00, 5.000000000E-01, 7.173390388E-01, 1.299604326E-01, 1.073915511E-03
      2547, 4.801765919E+00, 7.895681858E+00, 5.000000000E-01, 5.978463292E-01, 6.998753548E-02, 1.317698509E-03
      2548, 4.601795673E+00, 7.895791054E+00, 5.000000000E-01, 5.807883739E-01, 8.141817153E-02, 1.277176430E-03
      2549, 5.201702595E+00, 7.895792961E+00, 5.000000000E-01, 6.262832284E-01, 4.918038845E-02, 1.362061128E-03
      2550, 5.001735210E+00, 7.895864964E+00, 5.000000000E-01, 6.129473448E-01, 5.917107686E-02, 1.345151104E-03
      2551, 9.801830292E+00, 7.895870686E+00, 5.000000000E-01, 7.272812128E-01, 1.110580117E-01, 1.095634419E-03
      2552, 4.401452065E+00, 7.895929813E+00, 5.000000000E-01, 5.615997910E-01, 9.330865741E-02, 1.221325481E-03
      2553, 9.200569153E+00, 7.895953178E+00, 5.000000000E-01, 7.369275689E-01, 6.149508804E-02, 1.152215293E-03
      2554, 4.201806068E+00, 7.896000385E+00, 5.000000000E-01, 5.402918458E-01, 1.053781956E-01, 1.148709678E-03
      2555, 4.001381874E+00, 7.896050453E+00, 5.000000000E-01, 5.166871548E-01, 1.174425036E-01, 1.058620634E-03
      2556, 3.801760674E+00, 7.896087646E+00, 5.000000000E-01, 4.910635352E-01, 1.291020662E-01, 9.538250742E-04
      2557, 3.601370573E+00, 7.896136761E+00, 5.000000000E-01, 4.634899497E-01, 1.401268840E-01, 8.371795993E-04
      2558, 3.401761532E+00, 7.896193981E+00, 5.000000000E-01, 4.346405864E-01, 1.501169801E-01, 7.158643566E-04
      2559, 3.201354980E+00, 7.896246433E+00, 5.000000000E-01, 4.048923254E-01, 1.588821411E-01, 5.958873662E-04
      2560, 3.001655579E+00, 7.896318436E+00, 5.000000000E-01, 3.751435578E-01, 1.661955416E-01, 4.841914924E-04
      2561, 2.801503658E+00, 7.896452904E+00, 5.000000000E-01, 3.458561301E-01, 1.720452458E-01, 3.846841573E-04
      2562, 5.401315689E+00, 7.896612167E+00, 5.000000000E-01, 6.380500793E-01, 4.001784325E-02, 1.370868646E-03
      2563, 2.602084160E+00, 7.896663666E+00, 4.999999702E-01, 3.176970482E-01, 1.764638722E-01, 3.001888981E-04
      2564, 2.401864290E+00, 7.896926880E+00, 5.000000000E-01, 2.906768918E-01, 1.796552092E-01, 2.307154355E-04
      2565, 2.401864290E+00, 7.896927357E+00, 5.000000000E-01, 2.906768918E-01, 1.796552241E-01, 2.307154500E-04
      2566, 2.202351332E+00, 7.897043228E+00, 5.000000000E-01, 2.649636865E-01, 1.817899197E-01, 1.762860629E-04
      2567, 9.000474930E+00, 7.897526264E+00, 5.000000000E-01, 7.361850142E-01, 4.839826375E-02, 1.169723924E-03
      2568, 1.020191383E+01, 7.897556305E+00, 5.000000000E-01, 7.033805847E-01, 1.488894075E-01, 1.051347586E-03
      2569, 7.001242638E+00, 7.897570133E+00, 5.000000000E-01, 6.981040239E-01, 1.318113878E-03, 1.313421759E-03
      2570, 6.601181984E+00, 7.897573948E+00, 5.000000000E-01, 6.869785190E-01, 5.368473008E-03, 1.337489579E-03
      2571, 7.801222801E+00, 7.897621632E+00, 5.000000000E-01, 7.164112329E-01, 4.992738366E-03, 1.260565943E-03
      2572, 6.801508427E+00, 7.897735119E+00, 5.000000000E-01, 6.927694082E-01, 2.875680104E-03, 1.325832447E-03
      2573, 8.001334190E+00, 7.897876263E+00, 5.000000000E-01, 7.204883099E-01, 8.691199124E-03, 1.246523345E-03
      2574, 8.801050186E+00, 7.897902966E+00, 5.000000000E-01, 7.341536283E-01, 3.722704574E-02, 1.186111709E-03
      2575, 8.201231956E+00, 7.897984505E+00, 5.000000000E-01, 7.243772745E-01, 1.365106925E-02, 1.232060837E-03
      2576, 8.601260185E+00, 7.898003578E+00, 5.000000000E-01, 7.313431501E-01, 2.779532038E-02, 1.201882726E-03
      2577, 8.401412964E+00, 7.898024559E+00, 5.000000000E-01, 7.280308008E-01, 1.998434588E-02, 1.217172714E-03
      2578, 8.401413918E+00, 7.898024559E+00, 5.000000000E-01, 7.280308008E-01, 1.998434588E-02, 1.217172714E-03
      2579, 1.040185928E+01, 7.898746490E+00, 5.000000000E-01, 6.838475466E-01, 1.669746637E-01, 1.026069163E-03
      2580, 1.060164833E+01, 7.899154663E+00, 4.999999702E-01, 6.582622528E-01, 1.830007732E-01, 9.979339084E-04
      2581, 1.100135517E+01, 7.899248123E+00, 5.000000000E-01, 5.891749859E-01, 2.048098147E-01, 9.330789326E-04
      2582, 1.120089722E+01, 7.899994373E+00, 4.999999702E-01, 5.472725630E-01, 2.093766630E-01, 8.963567670E-04
      2583, 1.080218315E+01, 7.900134087E+00, 4.999999702E-01, 6.267333031E-01, 1.960571408E-01, 9.672458400E-04
      2584, 1.139950085E+01, 7.902517319E+00, 5.000000000E-01, 5.026998520E-01, 2.097675204E-01, 8.579788264E-04
      2585, 1.159900951E+01, 7.903081417E+00, 5.000000000E-01, 4.554174542E-01, 2.055988908E-01, 8.167567430E-04
      2586, 1.179809093E+01, 7.904071808E+00, 5.000000000E-01, 4.082508683E-01, 1.980911642E-01, 7.740629371E-04
      2587, 1.199690437E+01, 7.906233311E+00, 5.000000000E-01, 3.627979755E-01, 1.883446425E-01, 7.301192381E-04
      2588, 1.219784641E+01, 7.912324905E+00, 5.000000000E-01, 3.202367425E-01, 1.776866317E-01, 6.849651691E-04
      2589, 1.239708805E+01, 7.917643547E+00, 5.000000000E-01, 2.808023989E-01, 1.661199331E-01, 6.380674895E-04
      2590, 1.259596729E+01, 7.922251225E+00, 4.999999702E-01, 2.446170151E-01, 1.540765762E-01, 5.885142018E-04
      2591, 1.500000000E+01, 7.923440456E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 1.665965829E-05
      2592, 1.479545498E+01, 7.924078941E+00, 5.000000000E-01, 1.119411364E-02, 2.783763688E-03, 2.176049020E-05
      2593, 1.459174156E+01, 7.924386978E+00, 4.999999702E-01, 2.207670733E-02, 1.436659880E-02, 3.357243986E-05
      2594, 1.279390907E+01, 7.926491737E+00, 5.000000000E-01, 2.117828131E-01, 1.416895390E-01, 5.355215399E-04
      2595, 1.439474773E+01, 7.927438736E+00, 5.000000000E-01, 3.308635205E-02, 2.153330669E-02, 5.114987289E-05
      2596, 1.299537659E+01, 7.929749489E+00, 5.000000000E-01, 1.811026335E-01, 1.281611323E-01, 4.761398013E-04
      2597, 1.319616795E+01, 7.930061340E+00, 5.000000000E-01, 1.525456607E-01, 1.128077433E-01, 4.095539334E-04
      2598, 1.419814110E+01, 7.930107594E+00, 5.000000000E-01, 4.596105963E-02, 3.033731319E-02, 7.984420517E-05
      2599, 1.399773884E+01, 7.930906296E+00, 4.999999702E-01, 6.140248477E-02, 4.242367670E-02, 1.243686274E-04
      2600, 1.339670467E+01, 7.931315422E+00, 5.000000000E-01, 1.262129992E-01, 9.566019475E-02, 3.363740980E-04
      2601, 1.379739380E+01, 7.931358814E+00, 5.000000000E-01, 8.005368710E-02, 5.831216276E-02, 1.856894814E-04
      2602, 1.359710598E+01, 7.931665897E+00, 5.000000000E-01, 1.018545777E-01, 7.686221600E-02, 2.592510427E-04
      2603, 8.014844656E-01, 8.080572128E+00, 4.999999702E-01, 8.888401091E-02, 1.306246519E-01, 6.557373854E-05
      2604, 1.001939535E+00, 8.083233833E+00, 5.000000000E-01, 1.145170256E-01, 1.446616948E-01, 6.767796003E-05
      2605, 6.060904860E-01, 8.084313393E+00, 4.999999702E-01, 6.400781870E-02, 1.111434102E-01, 6.433982344E-05
      2606, 4.058308899E-01, 8.085868835E+00, 5.000000000E-01, 4.077912867E-02, 8.717735112E-02, 6.390927592E-05
      2607, 2.033965886E-01, 8.087179184E+00, 5.000000000E-01, 2.026947588E-02, 6.004407257E-02, 6.515772839E-05
      2608, 1.202351451E+00, 8.087189674E+00, 4.999999702E-01, 1.396234035E-01, 1.540262401E-01, 7.097520574E-05
      2609, 0.000000000E+00, 8.088925362E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 6.636139733E-05
      2610, 1.402745247E+00, 8.090617180E+00, 5.000000000E-01, 1.640565544E-01, 1.599500179E-01, 7.610798639E-05
      2611, 9.601818085E+00, 8.093821526E+00, 5.000000000E-01, 7.646623850E-01, 8.766837418E-02, 1.150857890E-03
      2612, 9.401146889E+00, 8.094982147E+00, 5.000000000E-01, 7.641706467E-01, 6.835497171E-02, 1.165897585E-03
      2613, 1.602062583E+00, 8.095194817E+00, 4.999999702E-01, 1.878105104E-01, 1.631879359E-01, 8.396238991E-05
      2614, 1.060324478E+01, 8.095394135E+00, 5.000000000E-01, 7.093378901E-01, 2.028399110E-01, 1.054755412E-03
      2615, 1.040304661E+01, 8.095745087E+00, 5.000000000E-01, 7.310801744E-01, 1.806236804E-01, 1.079104608E-03
      2616, 9.201090813E+00, 8.095769882E+00, 5.000000000E-01, 7.616933584E-01, 5.159426853E-02, 1.180306775E-03
      2617, 9.802020073E+00, 8.095840454E+00, 5.000000000E-01, 7.628881931E-01, 1.091573238E-01, 1.135268714E-03
      2618, 9.001665115E+00, 8.095847130E+00, 5.000000000E-01, 7.578977346E-01, 3.736928850E-02, 1.194287557E-03
      2619, 8.801416397E+00, 8.095858574E+00, 5.000000000E-01, 7.533414960E-01, 2.537452616E-02, 1.208012691E-03
      2620, 8.601835251E+00, 8.095886230E+00, 5.000000000E-01, 7.483989000E-01, 1.547832415E-02, 1.221429091E-03
      2621, 8.601836205E+00, 8.095886230E+00, 5.000000000E-01, 7.483989000E-01, 1.547832415E-02, 1.221429091E-03
      2622, 1.020280647E+01, 8.095897675E+00, 5.000000000E-01, 7.468016744E-01, 1.567157209E-01, 1.100165071E-03
      2623, 8.401487350E+00, 8.095911980E+00, 4.999999702E-01, 7.432392836E-01, 7.380810566E-03, 1.234698226E-03
      2624, 8.201868057E+00, 8.095932961E+00, 5.000000000E-01, 7.380138636E-01, 9.346511215E-04, 1.247690991E-03
      2625, 7.801935196E+00, 8.095935822E+00, 4.999999702E-01, 7.274212837E-01,-7.773049176E-03, 1.272675116E-03
      2626, 8.001525879E+00, 8.095938683E+00, 5.000000000E-01, 7.327228785E-01,-4.084495828E-03, 1.260427060E-03
      2627, 7.601565361E+00, 8.095946312E+00, 5.000000000E-01, 7.220578194E-01,-1.026691683E-02, 1.284350175E-03
      2628, 6.001425266E+00, 8.095952988E+00, 5.000000000E-01, 6.678892374E-01, 6.301136687E-03, 1.325789024E-03
      2629, 1.000249481E+01, 8.095952988E+00, 5.000000000E-01, 7.571444511E-01, 1.325064898E-01, 1.118539367E-03
      2630, 6.201851845E+00, 8.095953941E+00, 5.000000000E-01, 6.766108274E-01, 8.049532771E-04, 1.330220141E-03
      2631, 6.401518822E+00, 8.095957756E+00, 5.000000000E-01, 6.845368147E-01,-3.692077473E-03, 1.330692088E-03
      2632, 5.801645279E+00, 8.095960617E+00, 5.000000000E-01, 6.582885385E-01, 1.275484636E-02, 1.316277077E-03
      2633, 5.801645756E+00, 8.095960617E+00, 5.000000000E-01, 6.582885385E-01, 1.275484636E-02, 1.316277077E-03
      2634, 6.601863384E+00, 8.095968246E+00, 5.000000000E-01, 6.918364763E-01,-7.232176140E-03, 1.327941078E-03
      2635, 7.401842117E+00, 8.095973015E+00, 5.000000000E-01, 7.165904045E-01,-1.164157502E-02, 1.295345370E-03
      2636, 6.801403046E+00, 8.095981598E+00, 5.000000000E-01, 6.985622644E-01,-9.779362008E-03, 1.322517870E-03
      2637, 7.001681328E+00, 8.095990181E+00, 5.000000000E-01, 7.048908472E-01,-1.137066633E-02, 1.314888941E-03
      2638, 7.201341152E+00, 8.095992088E+00, 5.000000000E-01, 7.108716965E-01,-1.199523173E-02, 1.305662561E-03
      2639, 5.601505756E+00, 8.096048355E+00, 5.000000000E-01, 6.476007700E-01, 2.021045610E-02, 1.300413162E-03
      2640, 5.401689529E+00, 8.096096039E+00, 5.000000000E-01, 6.357054710E-01, 2.861577272E-02, 1.277028816E-03
      2641, 5.201544762E+00, 8.096116066E+00, 5.000000000E-01, 6.223721504E-01, 3.794378787E-02, 1.244426239E-03
      2642, 1.100223064E+01, 8.096287727E+00, 5.000000000E-01, 6.474740505E-01, 2.367551327E-01, 9.955801070E-04
      2643, 5.001913071E+00, 8.096300125E+00, 5.000000000E-01, 6.074675322E-01, 4.806078225E-02, 1.201300416E-03
      2644, 1.120164204E+01, 8.096459389E+00, 5.000000000E-01, 6.075590849E-01, 2.462459803E-01, 9.596315213E-04
      2645, 4.801472664E+00, 8.096463203E+00, 5.000000000E-01, 5.907015204E-01, 5.895162001E-02, 1.146303723E-03
      2646, 4.601661205E+00, 8.096526146E+00, 5.000000000E-01, 5.720558167E-01, 7.038021833E-02, 1.079080859E-03
      2647, 4.401383877E+00, 8.096620560E+00, 5.000000000E-01, 5.513565540E-01, 8.218066394E-02, 9.993514977E-04
      2648, 4.201739311E+00, 8.096654892E+00, 4.999999702E-01, 5.287096500E-01, 9.404505789E-02, 9.089296800E-04
      2649, 4.001357079E+00, 8.096672058E+00, 5.000000000E-01, 5.040717125E-01, 1.057671756E-01, 8.099731058E-04
      2650, 3.801720142E+00, 8.096679688E+00, 5.000000000E-01, 4.778575301E-01, 1.169576421E-01, 7.073098095E-04
      2651, 3.601346970E+00, 8.096683502E+00, 5.000000000E-01, 4.502373040E-01, 1.273719519E-01, 6.045505288E-04
      2652, 3.401712418E+00, 8.096693039E+00, 5.000000000E-01, 4.219132662E-01, 1.366678923E-01, 5.071730702E-04
      2653, 3.001705408E+00, 8.096698761E+00, 5.000000000E-01, 3.649165928E-01, 1.513663828E-01, 3.399011330E-04
      2654, 3.201336861E+00, 8.096698761E+00, 5.000000000E-01, 3.932288587E-01, 1.447258294E-01, 4.181120312E-04
      2655, 2.801371813E+00, 8.096740723E+00, 5.000000000E-01, 3.371925056E-01, 1.566140652E-01, 2.728726831E-04
      2656, 2.601840973E+00, 8.096843719E+00, 5.000000000E-01, 3.105067313E-01, 1.604997218E-01, 2.175330883E-04
      2657, 1.080250454E+01, 8.096897125E+00, 5.000000000E-01, 6.818320751E-01, 2.220698446E-01, 1.027536811E-03
      2658, 2.401612282E+00, 8.097049713E+00, 5.000000000E-01, 2.846772075E-01, 1.631902456E-01, 1.730251533E-04
      2659, 2.202112675E+00, 8.097222328E+00, 5.000000000E-01, 2.597664297E-01, 1.648065448E-01, 1.388603705E-04
      2660, 1.802260756E+00, 8.097288132E+00, 5.000000000E-01, 2.115475535E-01, 1.648833454E-01, 9.592078277E-05
      2661, 2.001828909E+00, 8.097436905E+00, 5.000000000E-01, 2.353990674E-01, 1.653915793E-01, 1.135979837E-04
      2662, 1.140116787E+01, 8.099699020E+00, 5.000000000E-01, 5.635492802E-01, 2.505485117E-01, 9.203403024E-04
      2663, 1.160007095E+01, 8.099736214E+00, 5.000000000E-01, 5.152193904E-01, 2.485397458E-01, 8.761646459E-04
      2664, 1.179935551E+01, 8.101066589E+00, 5.000000000E-01, 4.652733803E-01, 2.417867929E-01, 8.295986336E-04
      2665, 1.199936676E+01, 8.106419563E+00, 5.000000000E-01, 4.160575271E-01, 2.318936884E-01, 7.821116014E-04
      2666, 1.219792080E+01, 8.113512993E+00, 5.000000000E-01, 3.689061999E-01, 2.196079940E-01, 7.336563431E-04
      2667, 1.239680576E+01, 8.121578217E+00, 5.000000000E-01, 3.243157268E-01, 2.057692111E-01, 6.836783141E-04
      2668, 1.500000000E+01, 8.125345230E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 2.007947842E-05
      2669, 1.479542542E+01, 8.125989914E+00, 5.000000000E-01, 1.378616691E-02, 1.406716555E-02, 2.627976937E-05
      2670, 1.459165096E+01, 8.126692772E+00, 5.000000000E-01, 2.701711655E-02, 2.667460777E-02, 4.088163405E-05
      2671, 1.259573841E+01, 8.127019882E+00, 5.000000000E-01, 2.824530900E-01, 1.906409264E-01, 6.314951461E-04
      2672, 1.439469624E+01, 8.129055977E+00, 5.000000000E-01, 4.033694416E-02, 3.506879508E-02, 6.306520663E-05
      2673, 1.279523373E+01, 8.130048752E+00, 5.000000000E-01, 2.438665628E-01, 1.749024093E-01, 5.764855305E-04
      2674, 1.419813919E+01, 8.132087708E+00, 5.000000000E-01, 5.598479137E-02, 4.636499286E-02, 9.948544903E-05
      2675, 1.399772453E+01, 8.132089615E+00, 5.000000000E-01, 7.444290072E-02, 6.191473827E-02, 1.540861849E-04
      2676, 1.379733753E+01, 8.132107735E+00, 5.000000000E-01, 9.606026113E-02, 8.142668754E-02, 2.246744698E-04
      2677, 1.299534512E+01, 8.132120132E+00, 5.000000000E-01, 2.088130414E-01, 1.588453650E-01, 5.175918341E-04
      2678, 1.359699917E+01, 8.132168770E+00, 5.000000000E-01, 1.205229312E-01, 1.026614308E-01, 3.033472749E-04
      2679, 1.319614506E+01, 8.132813454E+00, 5.000000000E-01, 1.768049598E-01, 1.418234110E-01, 4.528448917E-04
      2680, 1.339660072E+01, 8.133234978E+00, 5.000000000E-01, 1.475391388E-01, 1.232662126E-01, 3.812983050E-04
      2681, 8.016382456E-01, 8.284888268E+00, 5.000000000E-01, 8.413714170E-02, 1.043751538E-01, 6.945400673E-05
      2682, 6.050009131E-01, 8.285433769E+00, 5.000000000E-01, 6.112360209E-02, 8.597121388E-02, 6.837034016E-05
      2683, 1.002105355E+00, 8.286210060E+00, 5.000000000E-01, 1.086140051E-01, 1.188692451E-01, 7.144643314E-05
      2684, 4.066665173E-01, 8.288430214E+00, 5.000000000E-01, 4.023527354E-02, 6.461038440E-02, 6.882294838E-05
      2685, 2.044727653E-01, 8.289811134E+00, 5.000000000E-01, 2.087618969E-02, 4.115111008E-02, 7.139422814E-05
      2686, 0.000000000E+00, 8.290619850E+00, 5.000000000E-01, 0.000000000E+00, 0.000000000E+00, 7.333155372E-05
      2687, 1.202321768E+00, 8.291339874E+00, 5.000000000E-01, 1.332574487E-01, 1.290375292E-01, 7.438653120E-05
      2688, 1.100335789E+01, 8.293399811E+00, 5.000000000E-01, 6.923387051E-01, 2.678397298E-01, 1.034265733E-03
      2689, 1.402599812E+00, 8.294145584E+00, 4.999999702E-01, 1.577789932E-01, 1.362226456E-01, 7.841484330E-05
      2690, 9.401263237E+00, 8.294179916E+00, 4.999999702E-01, 7.901556492E-01, 6.085435301E-02, 1.127510448E-03
      2691, 1.120239067E+01, 8.294418335E+00, 5.000000000E-01, 6.542629004E-01, 2.826740146E-01, 1.004763879E-03
      2692, 1.080317593E+01, 8.294464111E+00, 5.000000000E-01, 7.252615690E-01, 2.473791838E-01, 1.058349153E-03
      2693, 1.160159016E+01, 8.295322418E+00, 5.000000000E-01, 5.630688667E-01, 2.920497060E-01, 9.272858733E-04
      2694, 1.060299301E+01, 8.295453072E+00, 5.000000000E-01, 7.518520355E-01, 2.221550196E-01, 1.076467568E-03
      2695, 1.140203762E+01, 8.295561790E+00, 4.999999702E-01, 6.109707355E-01, 2.909610868E-01, 9.693775792E-04
      2696, 1.140203857E+01, 8.295561790E+00, 5.000000000E-01, 6.109707355E-01, 2.909610868E-01, 9.693775792E-04
      2697, 1.040279865E+01, 8.296194077E+00, 5.000000000E-01, 7.718988657E-01, 1.937479824E-01, 1.090192003E-03
      2698, 8.601776123E+00, 8.296564102E+00, 4.999999702E-01, 7.642936707E-01, 5.925420672E-03, 1.150049735E-03
      2699, 8.601777077E+00, 8.296565056E+00, 5.000000000E-01, 7.642936707E-01, 5.925420672E-03, 1.150049735E-03
      2700, 8.801420212E+00, 8.296568871E+00, 5.000000000E-01, 7.712795734E-01, 1.574867219E-02, 1.144060050E-03
      2701, 8.401466370E+00, 8.296574593E+00, 5.000000000E-01, 7.573699951E-01,-1.946888864E-03, 1.156047103E-03
      2702, 8.201792717E+00, 8.296596527E+00, 5.000000000E-01, 7.506131530E-01,-8.098560385E-03, 1.161868917E-03
      2703, 9.001658440E+00, 8.296596527E+00, 5.000000000E-01, 7.782241702E-01, 2.792962268E-02, 1.138133695E-03
      2704, 1.020257568E+01, 8.296622276E+00, 5.000000000E-01, 7.855043411E-01, 1.639635712E-01, 1.100506051E-03
      2705, 8.001491547E+00, 8.296628952E+00, 5.000000000E-01, 7.439651489E-01,-1.279131230E-02, 1.167351846E-03
      2706, 9.801959038E+00, 8.296661377E+00, 5.000000000E-01, 7.958192825E-01, 1.069190651E-01, 1.114783809E-03
      2707, 9.201237679E+00, 8.296667099E+00, 5.000000000E-01, 7.847885489E-01, 4.277830198E-02, 1.132296049E-03
      2708, 7.801838875E+00, 8.296683311E+00, 5.000000000E-01, 7.374202013E-01,-1.617036574E-02, 1.172221266E-03
      2709, 6.801413059E+00, 8.296694756E+00, 4.999999702E-01, 7.029292583E-01,-1.690268144E-02, 1.177183702E-03
      2710, 6.601791859E+00, 8.296714783E+00, 5.000000000E-01, 6.950297356E-01,-1.411501132E-02, 1.171018346E-03
      2711, 7.001673222E+00, 8.296729088E+00, 5.000000000E-01, 7.103726864E-01,-1.874271780E-02, 1.180206775E-03
      2712, 7.601512432E+00, 8.296751022E+00, 5.000000000E-01, 7.308676243E-01,-1.837902516E-02, 1.176267047E-03
      2713, 6.401481628E+00, 8.296767235E+00, 5.000000000E-01, 6.864978075E-01,-1.035715826E-02, 1.161069260E-03
      2714, 7.201364517E+00, 8.296785355E+00, 5.000000000E-01, 7.174323797E-01,-1.960252970E-02, 1.180681051E-03
      2715, 7.401769638E+00, 8.296796799E+00, 5.000000000E-01, 7.242518663E-01,-1.948974282E-02, 1.179201412E-03
      2716, 1.000231743E+01, 8.296804428E+00, 5.000000000E-01, 7.931929827E-01, 1.345511973E-01, 1.108278288E-03
      2717, 6.201772690E+00, 8.296817780E+00, 5.000000000E-01, 6.772708893E-01,-5.648456514E-03, 1.146727591E-03
      2718, 9.601453781E+00, 8.296843529E+00, 5.000000000E-01, 7.945419550E-01, 8.213024586E-02, 1.120679080E-03
      2719, 6.001411438E+00, 8.296846390E+00, 5.000000000E-01, 6.671605110E-01, 4.234910011E-05, 1.127054216E-03
      2720, 5.801716328E+00, 8.296851158E+00, 5.000000000E-01, 6.560910344E-01, 6.653850898E-03, 1.101213042E-03
      2721, 5.601393700E+00, 8.296854019E+00, 5.000000000E-01, 6.438374519E-01, 1.424339227E-02, 1.068597543E-03
      2722, 5.401726246E+00, 8.296875954E+00, 5.000000000E-01, 6.303232908E-01, 2.270343155E-02, 1.028471859E-03
      2723, 5.201421261E+00, 8.296936989E+00, 5.000000000E-01, 6.152938604E-01, 3.196472675E-02, 9.796612430E-04
      2724, 5.001735687E+00, 8.297019958E+00, 5.000000000E-01, 5.986812115E-01, 4.189791903E-02, 9.226065595E-04
      2725, 4.801388741E+00, 8.297082901E+00, 5.000000000E-01, 5.802764297E-01, 5.244054645E-02, 8.572631632E-04
      2726, 4.601578712E+00, 8.297091484E+00, 5.000000000E-01, 5.601511002E-01, 6.334197521E-02, 7.853441639E-04
      2727, 3.001653433E+00, 8.297115326E+00, 5.000000000E-01, 3.554209173E-01, 1.354493648E-01, 2.379776124E-04
      2728, 4.401364803E+00, 8.297116280E+00, 5.000000000E-01, 5.382313728E-01, 7.444787025E-02, 7.084184326E-04
      2729, 2.801331758E+00, 8.297118187E+00, 4.999999702E-01, 3.291465640E-01, 1.395724118E-01, 1.975058549E-04
      2730, 3.201336384E+00, 8.297121048E+00, 5.000000000E-01, 3.821935952E-01, 1.300342679E-01, 2.858354128E-04
      2731, 3.401662111E+00, 8.297121048E+00, 5.000000000E-01, 4.094440341E-01, 1.232733950E-01, 3.415315587E-04
      2732, 4.201681137E+00, 8.297122002E+00, 5.000000000E-01, 5.147285461E-01, 8.545158058E-02, 6.292973412E-04
