cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,concentration-c2h5oh
       115, 7.018961310E-01, 1.270005989E+01, 5.000000000E-01,-2.840107772E-04, 5.397371650E-01, 2.554064534E-22
       116, 5.045486093E-01, 1.249984455E+01, 5.000000000E-01, 3.123305796E-04, 5.352874994E-01, 2.554064787E-22
       117, 2.700037956E+00, 1.470184422E+01, 5.000000000E-01, 4.442997649E-02,-6.087896600E-02, 7.012972841E-11
       118, 3.050864339E-01, 1.229976940E+01, 5.000000000E-01, 8.780621574E-04, 5.265043974E-01, 2.554064787E-22
       119, 1.021369994E-01, 1.209984970E+01, 5.000000000E-01, 5.147128250E-04, 4.548525214E-01, 1.027841268E-22
       120, 2.900000095E+00, 1.490046120E+01, 5.000000000E-01, 1.096019335E-02,-1.316633821E-01, 2.544135215E-11
       121, 2.300663471E+00, 1.409940529E+01, 5.000000000E-01, 3.955497220E-02, 2.239915878E-01, 7.345570679E-11
       122, 2.100768566E+00, 1.389918327E+01, 5.000000000E-01, 2.655558288E-02, 3.651181161E-01, 4.746877197E-11
       123, 2.500470638E+00, 1.430088997E+01, 5.000000000E-01, 4.727515951E-02, 6.716211140E-02, 9.299289810E-11
       124, 1.900899172E+00, 1.369917297E+01, 5.000000000E-01, 1.218244899E-02, 4.669418335E-01, 1.854854118E-11
       125, 1.701222897E+00, 1.349974060E+01, 5.000000000E-01, 1.481400453E-03, 5.323805809E-01, 3.948757120E-12
       126, 2.700206995E+00, 1.450251961E+01, 5.000000000E-01, 4.330095276E-02,-6.704781950E-02, 9.357471048E-11
       127, 1.501376390E+00, 1.330033970E+01, 5.000000000E-01,-4.046634771E-03, 5.658417940E-01, 6.056626554E-13
       128, 1.301316738E+00, 1.310032463E+01, 5.000000000E-01,-5.767486058E-03, 5.667067766E-01, 4.250486546E-14
       129, 1.101167679E+00, 1.290017319E+01, 5.000000000E-01,-5.307874642E-03, 5.570390821E-01, 2.554065292E-22
       130, 9.009495378E-01, 1.270016670E+01, 5.000000000E-01,-3.830377012E-03, 5.477024317E-01, 2.554065292E-22
       131, 7.021112442E-01, 1.250007343E+01, 5.000000000E-01,-2.351794858E-03, 5.411590934E-01, 2.554064534E-22
       132, 5.048079491E-01, 1.229993820E+01, 5.000000000E-01,-1.055683009E-03, 5.364682078E-01, 2.554064787E-22
       133, 2.900036812E+00, 1.470183945E+01, 5.000000000E-01, 2.052964456E-02,-1.445496827E-01, 5.601080710E-11
       134, 3.052409887E-01, 1.209987450E+01, 5.000000000E-01, 4.821592302E-05, 5.281618834E-01, 2.554064787E-22
       135, 1.021620557E-01, 1.189994526E+01, 5.000000000E-01, 2.102021099E-04, 4.579690695E-01, 1.251685598E-22
       136, 3.099999905E+00, 1.490046215E+01, 5.000000000E-01,-9.870597161E-03,-1.496572942E-01, 1.422887242E-11
       137, 2.500674963E+00, 1.409941101E+01, 5.000000000E-01, 3.493581340E-02, 5.923407897E-02, 1.092790997E-10
       138, 2.300808430E+00, 1.389917564E+01, 5.000000000E-01, 2.541949041E-02, 2.234131694E-01, 8.840170956E-11
       139, 2.100940228E+00, 1.369898510E+01, 5.000000000E-01, 1.094958000E-02, 3.716126084E-01, 5.651138932E-11
       140, 2.700467587E+00, 1.430089951E+01, 5.000000000E-01, 3.351927549E-02,-7.864315063E-02, 1.168282415E-10
       141, 1.901185751E+00, 1.349926376E+01, 5.000000000E-01,-3.013446229E-03, 4.751358330E-01, 2.032581048E-11
       142, 1.701612949E+00, 1.330007935E+01, 5.000000000E-01,-1.136539876E-02, 5.385853052E-01, 3.828441036E-12
       143, 2.900201559E+00, 1.450251770E+01, 5.000000000E-01, 1.628136449E-02,-1.623896956E-01, 9.037445792E-11
       144, 1.501711369E+00, 1.310018349E+01, 5.000000000E-01,-1.361601893E-02, 5.702539086E-01, 5.694936710E-13
       145, 1.301618576E+00, 1.289997387E+01, 5.000000000E-01,-1.243773103E-02, 5.694581270E-01, 3.689715498E-14
       146, 1.101454496E+00, 1.269999695E+01, 5.000000000E-01,-9.601201862E-03, 5.584737062E-01, 2.554064787E-22
       147, 9.012420177E-01, 1.250006390E+01, 5.000000000E-01,-6.505905185E-03, 5.488083363E-01, 2.554065292E-22
       148, 7.023404837E-01, 1.230004311E+01, 5.000000000E-01,-4.107085057E-03, 5.420987010E-01, 2.554064534E-22
       149, 5.050001144E-01, 1.209995651E+01, 5.000000000E-01,-2.225379460E-03, 5.372899771E-01, 2.554064787E-22
       150, 3.100038767E+00, 1.470184517E+01, 5.000000000E-01,-1.311128866E-02,-1.776238829E-01, 4.692212591E-11
       151, 3.053115904E-01, 1.189993572E+01, 5.000000000E-01,-6.814936060E-04, 5.294320583E-01, 2.554064534E-22
       152, 1.021746397E-01, 1.169993782E+01, 5.000000000E-01,-6.554076390E-05, 4.606918097E-01, 1.097888898E-22
       153, 3.299999952E+00, 1.490046787E+01, 5.000000000E-01,-3.470281512E-02,-1.391929984E-01, 2.936939233E-11
       154, 2.500847816E+00, 1.389914322E+01, 5.000000000E-01, 1.857329533E-02, 4.987391084E-02, 1.282454282E-10
       155, 2.700684071E+00, 1.409940243E+01, 5.000000000E-01, 1.974561997E-02,-9.500423819E-02, 1.410394024E-10
       156, 2.301035643E+00, 1.369884205E+01, 5.000000000E-01, 6.667978130E-03, 2.220704257E-01, 1.055136950E-10
       157, 2.101200581E+00, 1.349887848E+01, 5.000000000E-01,-8.324990049E-03, 3.775522411E-01, 6.519267071E-11
       158, 2.900460958E+00, 1.430089855E+01, 5.000000000E-01, 5.369071383E-03,-1.828334779E-01, 1.252122989E-10
       159, 1.901466608E+00, 1.329965782E+01, 5.000000000E-01,-2.031803131E-02, 4.815344512E-01, 2.101418345E-11
       160, 1.701954722E+00, 1.310007763E+01, 5.000000000E-01,-2.458448149E-02, 5.425247550E-01, 3.496028553E-12
       161, 3.100192785E+00, 1.450252342E+01, 5.000000000E-01,-2.137978747E-02,-2.041862011E-01, 9.129678957E-11
       162, 1.501617074E+00, 1.290004921E+01, 5.000000000E-01,-2.263905108E-02, 5.727075934E-01, 5.211870432E-13
       163, 1.301532984E+00, 1.269989681E+01, 5.000000000E-01,-1.824633032E-02, 5.707144737E-01, 2.953521894E-14
       164, 1.101950407E+00, 1.249981308E+01, 5.000000000E-01,-1.309130993E-02, 5.590040088E-01, 2.554064787E-22
       165, 9.016085863E-01, 1.229992294E+01, 5.000000000E-01,-8.649724536E-03, 5.493743420E-01, 2.554065292E-22
       166, 7.026031017E-01, 1.209996128E+01, 5.000000000E-01,-5.540689919E-03, 5.426754951E-01, 2.554064534E-22
       167, 5.051244497E-01, 1.189994717E+01, 5.000000000E-01,-3.210752504E-03, 5.378183126E-01, 2.554065292E-22
       168, 3.300035000E+00, 1.470186424E+01, 5.000000000E-01,-5.050481856E-02,-1.716512889E-01, 7.354618303E-11
       169, 3.053548932E-01, 1.169990921E+01, 5.000000000E-01,-1.326897531E-03, 5.303606391E-01, 4.123646373E-23
       170, 1.021885276E-01, 1.149992943E+01, 5.000000000E-01,-3.173510195E-04, 4.630027711E-01, 1.610970846E-22
       171, 3.500000000E+00, 1.490046978E+01, 5.000000000E-01,-6.616599858E-02,-1.111748889E-01, 7.592040191E-11
       172, 2.700894594E+00, 1.389906597E+01, 5.000000000E-01, 4.125230946E-03,-1.108883843E-01, 1.661380478E-10
       173, 2.501137257E+00, 1.369869804E+01, 5.000000000E-01,-1.336274669E-03, 4.099846259E-02, 1.500621016E-10
       174, 2.900690556E+00, 1.409937096E+01, 5.000000000E-01,-6.916936953E-03,-2.032745481E-01, 1.599012450E-10
       175, 2.301344395E+00, 1.349865437E+01, 5.000000000E-01,-1.534165815E-02, 2.218035161E-01, 1.234981006E-10
       176, 2.101259232E+00, 1.329927635E+01, 5.000000000E-01,-2.971118130E-02, 3.833222389E-01, 7.169235344E-11
       177, 3.100429058E+00, 1.430089474E+01, 5.000000000E-01,-3.057048097E-02,-2.279384434E-01, 1.363975183E-10
       178, 1.901341081E+00, 1.310029411E+01, 5.000000000E-01,-3.800802678E-02, 4.861109853E-01, 1.989836768E-11
       179, 1.701088071E+00, 1.290036011E+01, 5.000000000E-01,-3.674000874E-02, 5.444483161E-01, 2.980370725E-12
       180, 3.300160885E+00, 1.450254822E+01, 5.000000000E-01,-6.049999967E-02,-1.970651001E-01, 1.222572460E-10
       181, 1.500738978E+00, 1.270029926E+01, 5.000000000E-01,-3.021782264E-02, 5.735201836E-01, 4.686121825E-13
       182, 1.301321268E+00, 1.249996471E+01, 5.000000000E-01,-2.278483100E-02, 5.707731843E-01, 2.183817804E-14
       183, 1.102571011E+00, 1.229961205E+01, 5.000000000E-01,-1.568611525E-02, 5.589258075E-01, 2.554065292E-22
       184, 9.020246863E-01, 1.209977055E+01, 5.000000000E-01,-1.026336662E-02, 5.495908856E-01, 2.554065292E-22
       185, 7.028674483E-01, 1.189989471E+01, 5.000000000E-01,-6.689121947E-03, 5.430022478E-01, 2.554064534E-22
       186, 5.052201152E-01, 1.169991112E+01, 5.000000000E-01,-4.063822329E-03, 5.380905867E-01, 2.554064787E-22
       187, 3.500028133E+00, 1.470187378E+01, 5.000000000E-01,-8.699712157E-02,-1.394826174E-01, 1.241525494E-10
       188, 3.053866029E-01, 1.149989319E+01, 5.000000000E-01,-1.931852777E-03, 5.309941173E-01, 1.665346460E-22
       189, 1.022028327E-01, 1.130002880E+01, 5.000000000E-01,-5.833328469E-04, 4.649133980E-01, 1.887780623E-22
       190, 3.699999809E+00, 1.490046406E+01, 5.000000000E-01,-1.034805030E-01,-5.977047980E-02, 1.402983146E-10
       191, 2.900962353E+00, 1.389892292E+01, 5.000000000E-01,-1.874632761E-02,-2.194314450E-01, 1.926911963E-10
       192, 2.701269865E+00, 1.369850159E+01, 5.000000000E-01,-1.315407362E-02,-1.239462644E-01, 1.920166387E-10
       193, 2.501518965E+00, 1.349835873E+01, 5.000000000E-01,-2.305891924E-02, 3.512124717E-02, 1.739002831E-10
       194, 3.100663185E+00, 1.409929752E+01, 5.000000000E-01,-3.895632178E-02,-2.454135716E-01, 1.766930352E-10
       195, 2.301423073E+00, 1.329924488E+01, 5.000000000E-01,-3.820628673E-02, 2.244269252E-01, 1.403065997E-10
       196, 2.100621223E+00, 1.310046387E+01, 5.000000000E-01,-5.105016381E-02, 3.898455799E-01, 7.375663275E-11
       197, 3.300346851E+00, 1.430089569E+01, 5.000000000E-01,-6.579101086E-02,-2.185914516E-01, 1.632778357E-10
       198, 1.899584651E+00, 1.290138721E+01, 5.000000000E-01,-5.408214405E-02, 4.891635478E-01, 1.682364664E-11
       199, 1.698941708E+00, 1.270117855E+01, 5.000000000E-01,-4.640395194E-02, 5.448428988E-01, 2.422279608E-12
       200, 3.500138283E+00, 1.450256824E+01, 5.000000000E-01,-9.534469247E-02,-1.582534909E-01, 1.623340351E-10
       201, 1.498909712E+00, 1.250107384E+01, 5.000000000E-01,-3.571901470E-02, 5.733222365E-01, 4.093079228E-13
       202, 1.300925255E+00, 1.230021954E+01, 5.000000000E-01,-2.587115578E-02, 5.700564981E-01, 1.324206248E-14
       203, 1.102475405E+00, 1.209969234E+01, 5.000000000E-01,-1.736474223E-02, 5.584683418E-01, 2.554064787E-22
       204, 9.024232030E-01, 1.189971638E+01, 5.000000000E-01,-1.142321248E-02, 5.496342778E-01, 2.554065292E-22
       205, 7.030881643E-01, 1.169992256E+01, 5.000000000E-01,-7.628795225E-03, 5.431522727E-01, 2.554064534E-22
       206, 5.052704811E-01, 1.149991131E+01, 5.000000000E-01,-4.835054744E-03, 5.381430984E-01, 2.554064787E-22
       207, 3.700029135E+00, 1.470185757E+01, 5.000000000E-01,-1.207088232E-01,-8.425068110E-02, 1.719977494E-10
       208, 3.054244518E-01, 1.129999161E+01, 5.000000000E-01,-2.531179460E-03, 5.313406587E-01, 1.925865818E-22
       209, 3.900000095E+00, 1.490045452E+01, 5.000000000E-01,-1.428905874E-01, 9.558212943E-03, 1.913229020E-10
