cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,concentration-c2h5oh
      4402, 1.490042686E+01, 1.490053558E+01, 5.000000000E-01, 1.909529790E-02,-2.376553789E-02, 9.493589459E-06
      4403, 1.470058823E+01, 1.490119553E+01, 5.000000000E-01, 4.260820523E-02,-1.552143414E-02, 2.608223440E-05
      4404, 1.490146351E+01, 1.470245361E+01, 5.000000000E-01, 9.469716810E-03,-4.958697781E-02, 1.184370376E-05
      4405, 1.470217800E+01, 1.470321083E+01, 5.000000000E-01, 1.393930893E-02,-2.735561132E-02, 2.682098966E-05
      4406, 1.449979401E+01, 1.490175343E+01, 5.000000000E-01, 4.828657210E-02,-3.367467085E-03, 4.209636609E-05
      4407, 1.490198135E+01, 1.450551414E+01, 5.000000000E-01,-1.740434527E-04,-5.845599994E-02, 1.393213734E-05
      4408, 1.450054359E+01, 1.470440483E+01, 5.000000000E-01, 2.667601802E-04, 2.358632861E-03, 4.157881995E-05
      4409, 1.470413113E+01, 1.450527763E+01, 5.000000000E-01,-1.113918144E-02,-1.866369508E-02, 2.806466728E-05
      4410, 1.429923344E+01, 1.490191841E+01, 5.000000000E-01, 3.346474469E-02, 1.024137624E-02, 5.879216405E-05
      4411, 1.490178299E+01, 1.430885601E+01, 5.000000000E-01,-8.616195992E-03,-5.246049538E-02, 1.626207813E-05
      4412, 1.429950714E+01, 1.470508671E+01, 5.000000000E-01,-2.859035321E-02, 3.481499851E-02, 6.074295015E-05
      4413, 1.450274086E+01, 1.450487328E+01, 5.000000000E-01,-3.601520881E-02, 2.589438669E-02, 4.469284977E-05
      4414, 1.470506668E+01, 1.430812740E+01, 5.000000000E-01,-3.303287178E-02, 1.890961896E-03, 3.199406638E-05
      4415, 1.409918213E+01, 1.490186977E+01, 5.000000000E-01,-1.996043604E-03, 2.287078090E-02, 7.719572750E-05
      4416, 1.490162277E+01, 1.411208153E+01, 5.000000000E-01,-1.715806499E-02,-3.072800860E-02, 2.048182068E-05
      4417, 1.409932613E+01, 1.470502186E+01, 5.000000000E-01,-7.213198394E-02, 6.544891745E-02, 8.645344496E-05
      4418, 1.430078220E+01, 1.450461578E+01, 5.000000000E-01,-7.546496391E-02, 7.197933644E-02, 7.054647722E-05
      4419, 1.450498867E+01, 1.430572891E+01, 5.000000000E-01,-6.880068034E-02, 6.268731505E-02, 5.635310299E-05
      4420, 1.470454407E+01, 1.411081696E+01, 5.000000000E-01,-5.570401624E-02, 3.760696575E-02, 4.382353291E-05
      4421, 1.389932728E+01, 1.490184021E+01, 5.000000000E-01,-5.424039438E-02, 3.342491761E-02, 9.826487803E-05
      4422, 1.490142536E+01, 1.391525364E+01, 5.000000000E-01,-2.702511661E-02, 1.158395689E-02, 3.714732520E-05
      4423, 1.410018253E+01, 1.450453377E+01, 5.000000000E-01,-1.252804101E-01, 1.130964458E-01, 1.082545277E-04
      4424, 1.389944172E+01, 1.470498848E+01, 5.000000000E-01,-1.264403611E-01, 9.001745284E-02, 1.196662124E-04
      4425, 1.430261993E+01, 1.430356407E+01, 5.000000000E-01,-1.188157573E-01, 1.226822734E-01, 9.678318020E-05
      4426, 1.450522137E+01, 1.410815716E+01, 5.000000000E-01,-1.012316942E-01, 1.143855453E-01, 8.358000196E-05
      4427, 1.470383453E+01, 1.391329288E+01, 5.000000000E-01,-7.514895499E-02, 9.406290948E-02, 7.308152999E-05
      4428, 1.369960594E+01, 1.490181160E+01, 5.000000000E-01,-1.180566996E-01, 4.070354253E-02, 1.218920952E-04
      4429, 1.490138149E+01, 1.371837902E+01, 5.000000000E-01,-3.216283396E-02, 7.929126918E-02, 7.372277469E-05
      4430, 1.389996338E+01, 1.450446796E+01, 5.000000000E-01,-1.801238358E-01, 1.443311125E-01, 1.574654743E-04
      4431, 1.410123634E+01, 1.430272865E+01, 5.000000000E-01,-1.721559763E-01, 1.710992903E-01, 1.536573109E-04
      4432, 1.369968319E+01, 1.470493507E+01, 5.000000000E-01,-1.864724159E-01, 1.062120050E-01, 1.592182234E-04
      4433, 1.430287361E+01, 1.410433388E+01, 5.000000000E-01,-1.554329395E-01, 1.826472431E-01, 1.451796707E-04
      4434, 1.450473499E+01, 1.391069317E+01, 5.000000000E-01,-1.255003363E-01, 1.798158139E-01, 1.296849077E-04
      4435, 1.470373344E+01, 1.371613312E+01, 5.000000000E-01,-8.343455195E-02, 1.693123877E-01, 1.135098355E-04
      4436, 1.349982071E+01, 1.490170288E+01, 5.000000000E-01,-1.875044703E-01, 4.350530356E-02, 1.469616545E-04
      4437, 1.490142250E+01, 1.352114868E+01, 5.000000000E-01,-3.174234927E-02, 1.542028934E-01, 9.793098434E-05
      4438, 1.370000172E+01, 1.450432396E+01, 5.000000000E-01,-2.353648692E-01, 1.641542614E-01, 2.141905425E-04
      4439, 1.390043163E+01, 1.430165863E+01, 5.000000000E-01,-2.235808372E-01, 2.042303681E-01, 2.228095109E-04
      4440, 1.410086441E+01, 1.410143661E+01, 5.000000000E-01,-2.039034367E-01, 2.300767750E-01, 2.226713987E-04
      4441, 1.349987602E+01, 1.470476913E+01, 5.000000000E-01,-2.482692748E-01, 1.143648550E-01, 2.022221452E-04
      4442, 1.430202389E+01, 1.390587139E+01, 5.000000000E-01,-1.741478145E-01, 2.447199821E-01, 2.090530470E-04
      4443, 1.450443840E+01, 1.371330261E+01, 5.000000000E-01,-1.313064396E-01, 2.485080063E-01, 1.798308804E-04
      4444, 1.470377064E+01, 1.351882553E+01, 5.000000000E-01,-8.013247699E-02, 2.458830178E-01, 1.422075002E-04
      4445, 1.329995155E+01, 1.490160751E+01, 5.000000000E-01,-2.589046061E-01, 4.358293116E-02, 1.723986497E-04
      4446, 1.490147114E+01, 1.332356644E+01, 5.000000000E-01,-2.771126106E-02, 2.260628939E-01, 1.036401300E-04
      4447, 1.370035076E+01, 1.430093956E+01, 5.000000000E-01,-2.702005506E-01, 2.226907164E-01, 2.955612435E-04
      4448, 1.350001526E+01, 1.450419998E+01, 5.000000000E-01,-2.888008058E-01, 1.741559356E-01, 2.733104629E-04
      4449, 1.390055180E+01, 1.409900379E+01, 5.000000000E-01,-2.452152222E-01, 2.584833801E-01, 3.066784120E-04
      4450, 1.410019875E+01, 1.390127373E+01, 5.000000000E-01,-2.119977027E-01, 2.840871215E-01, 2.988112101E-04
      4451, 1.330015945E+01, 1.470410538E+01, 5.000000000E-01,-3.100019395E-01, 1.168810874E-01, 2.458230592E-04
      4452, 1.430244732E+01, 1.370878887E+01, 5.000000000E-01,-1.698945910E-01, 3.005668223E-01, 2.673478739E-04
      4453, 1.450401974E+01, 1.351580048E+01, 5.000000000E-01,-1.199835539E-01, 3.110413551E-01, 2.170487423E-04
      4454, 1.470386982E+01, 1.332122612E+01, 5.000000000E-01,-6.848869473E-02, 3.125663996E-01, 1.554743067E-04
      4455, 1.310010910E+01, 1.490134048E+01, 5.000000000E-01,-3.298920095E-01, 4.221491143E-02, 1.971893798E-04
